@relation 'final_dataset_derived_19April2015_error_data_removed-weka.filters.unsupervised.attribute.NumericToNominal-R8-25,32-42,44-55,60,63,69,70'

@attribute e_cblp numeric
@attribute e_cp numeric
@attribute e_cparhdr numeric
@attribute e_maxalloc numeric
@attribute e_sp numeric
@attribute e_lfanew numeric
@attribute NumberOfSections numeric
@attribute CreationYear {0,1}
@attribute FH_char0 {0,1}
@attribute FH_char1 {0,1}
@attribute FH_char2 {0,1}
@attribute FH_char3 {0,1}
@attribute FH_char4 {0,1}
@attribute FH_char5 {0,1}
@attribute FH_char6 {0,1}
@attribute FH_char7 {0,1}
@attribute FH_char8 {0,1}
@attribute FH_char9 {0,1}
@attribute FH_char10 {0,1}
@attribute FH_char11 {0,1}
@attribute FH_char12 {0,1}
@attribute FH_char13 {0,1}
@attribute FH_char14 {0,1}
@attribute MajorLinkerVersion {0,1,2,3,4,5,6,7,8,9,10,11,12,13,18,69,73,76,81,86,87,88,136,242,255}
@attribute MinorLinkerVersion {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,18,20,21,22,23,25,30,46,47,50,52,54,55,56,58,59,70,82,85,93,111,255}
@attribute SizeOfCode numeric
@attribute SizeOfInitializedData numeric
@attribute SizeOfUninitializedData numeric
@attribute AddressOfEntryPoint numeric
@attribute BaseOfCode numeric
@attribute BaseOfData numeric
@attribute ImageBase {0,1}
@attribute SectionAlignment {0,1}
@attribute FileAlignment {0,1}
@attribute MajorOperatingSystemVersion {0,1,2,3,4,5,6,7,8,9,10}
@attribute MinorOperatingSystemVersion {0,1,2,3,4,5,6,11,15,23}
@attribute MajorImageVersion {0,1,2,3,4,5,6,7,8,9,10,12,13,14,19,20,25,33,34,53,78,92,450,651,845,1694,3007,6456,15938,16661,18106,18253,18456,20184,20601,21315,26733,29137,31022,35815,40386}
@attribute MinorImageVersion {0,1,2,3,4,5,6,7,8,9,12,14,16,19,21,24,27,30,35,39,40,45,53,55,57,58,60,62,64,71,78,97,333,431,685,812,965,1000,1266,5099,5100,5679,7884,9995,11605,11646,12087,14703,16128,17088,18349,20512,32704,34072,40060,51126}
@attribute MajorSubsystemVersion {0,1,3,4,5,6,8}
@attribute MinorSubsystemVersion {0,1,2,4,6,10,20,97}
@attribute SizeOfImage {0,1}
@attribute SizeOfHeaders {0,1}
@attribute CheckSum numeric
@attribute Subsystem {0,1,2,3,9,16}
@attribute OH_DLLchar0 {0,1}
@attribute OH_DLLchar1 {0,1}
@attribute OH_DLLchar2 {0,1}
@attribute OH_DLLchar3 {0,1}
@attribute OH_DLLchar4 {0,1}
@attribute OH_DLLchar5 {0,1}
@attribute OH_DLLchar6 {0,1}
@attribute OH_DLLchar7 {0,1}
@attribute OH_DLLchar8 {0,1}
@attribute OH_DLLchar9 {0,1}
@attribute OH_DLLchar10 {0,1}
@attribute SizeOfStackReserve numeric
@attribute SizeOfStackCommit numeric
@attribute SizeOfHeapReserve numeric
@attribute SizeOfHeapCommit numeric
@attribute LoaderFlags {0,1}
@attribute sus_sections numeric
@attribute non_sus_sections numeric
@attribute packer {0,1}
@attribute packer_type {NoPacker,BobSoftMiniDelphiBoBBobSoft,UPXv20MarkusLaszloReiser,UPXProtectorv10x2,UPX290LZMAMarkusOberhumerLaszloMolnarJohnReiser,InstallShield2000,PECompactV2XBitsumTechnologies,Upackv039finalDwing,D1S1Gv11betaD1N,XHider10GlobaL,Kryptonv05,ThemidaWinLicenseV18XV19XOreansTechnologies,WinRAR32bitSFXModule,UPXV200V290MarkusOberhumerLaszloMolnarJohnReiser,ExeShieldCryptor13RCTomCommander,WinUpackv039finalrelocatedimagebaseByDwingc2005h2,PEArmor046Hying,DxPackV086Dxd,Armadillov1xxv2xx,NETexecutableMicrosoft,NETDLLMicrosoft,VideoLanClient,Armadillov171,MicrosoftVisualCV80Debug,InstallShieldCustom,MinGWGCC3x,WiseInstallerStub,MacromediaWindowsFlashProjectorPlayerv60,AsCryptv01SToRM5,WinZip32bitSFXv8xmodule,MacromediaWindowsFlashProjectorPlayerv50,ProtectSharewareV11eCompservCMS,StelthPE101BGCorp,ASProtect13321RegisteredAlexeySolodovnikov,nSpackV2xLiuXingPing,UPX293300LZMAMarkusOberhumerLaszloMolnarJohnReiser,AHPack01FEUERRADER,ASPackv212AlexeySolodovnikov,PureBasic4xNeilHodgson,PrivateexeProtector21522XSetiSoftTeam,PECompact2xxSlimLoaderBitSumTechnologies,CrunchPE,tElock09910privatetE,Safe20,ASPackv10803AlexeySolodovnikov,XtremeProtectorv105,PECompactv2xx,PEPaCKv10CCopyright1998byANAKiN}
@attribute E_text numeric
@attribute E_data numeric
@attribute filesize numeric
@attribute E_file numeric
@attribute fileinfo {0,1}
@attribute class {0,1}

@data
144,3,4,65535,184,128,3,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,8,0,151552,8192,0,156382,8192,163840,0,1,1,4,0,0,0,4,0,1,1,212764,3,1,0,1,0,1,0,0,0,0,0,0,1048576,4096,1048576,4096,1,1,2,1,NETDLLMicrosoft,5.955344,0,163840,5.678147,1,0
144,3,4,65535,184,240,4,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,9,0,231936,48128,0,47566,4096,237568,0,1,1,6,1,6,1,5,1,1,1,333843,3,1,0,1,0,0,0,0,1,0,0,0,262144,8192,1048576,4096,1,1,3,0,NoPacker,6.339108,5.202294,287720,6.459923,1,0
144,3,4,65535,184,224,5,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,10,10,39936,427520,0,41958,4096,45056,1,1,1,6,2,6,2,6,1,1,1,488475,2,1,0,0,0,0,0,0,1,0,0,0,262144,8192,1048576,4096,1,1,4,0,NoPacker,6.242945,1.08947,467456,5.794842,1,0
144,3,4,65535,184,248,5,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,8,0,29696,7168,0,25616,4096,36864,1,1,1,4,0,0,0,4,0,1,1,81091,2,1,0,1,0,0,0,0,0,0,0,0,1048576,4096,1048576,4096,1,1,4,0,NoPacker,6.4969,0.460718,45016,6.728306,1,0
144,3,4,65535,184,224,3,1,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,7,10,34304,4096,0,25599,8192,49152,0,1,1,5,2,5,2,4,0,1,1,2937970,2,0,0,0,0,0,0,0,1,0,0,0,262144,8192,1048576,4096,1,0,3,0,NoPacker,6.509003,0.498823,2904952,7.997966,1,0
144,3,4,65535,184,200,3,1,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,7,10,31232,6144,0,22898,8192,40960,0,1,1,5,2,5,2,4,0,1,1,4058253,2,0,0,0,0,1,0,0,1,0,0,0,262144,8192,1048576,4096,1,0,3,0,NoPacker,6.583587,0.513491,4051984,7.998836,1,0
144,3,4,65535,184,128,4,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,8,0,6656,4096,0,14606,8192,16384,1,1,1,4,0,0,0,4,0,1,1,66530,3,1,0,1,0,1,0,0,0,0,0,0,1048576,4096,1048576,4096,1,2,2,1,NETexecutableMicrosoft,5.411623,0,17152,5.764449,0,0
144,3,4,65535,184,248,5,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,7,10,102400,81920,0,60237,4096,106496,1,1,1,4,0,0,0,4,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1048576,4096,1048576,4096,1,1,4,0,NoPacker,6.629321,2.827087,184320,6.160023,1,0
144,3,4,65535,184,184,4,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,5,10,2560,4608,0,5920,4096,8192,1,1,1,4,0,0,0,4,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1048576,4096,4096,4096,1,1,3,0,NoPacker,4.918695,3.071037,8192,4.769481,0,0
144,3,4,65535,184,224,5,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,10,10,11264,9728,0,13514,4096,16384,1,1,1,6,2,6,2,6,2,1,1,67142,3,1,0,1,0,0,0,0,1,0,0,0,262144,4096,1048576,4096,1,1,4,0,NoPacker,5.799508,0.299051,21504,5.846006,1,0
144,3,4,65535,184,240,6,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,9,0,786944,3235840,0,432841,4096,794624,1,1,1,5,0,0,0,5,0,1,1,4067946,3,1,0,1,0,0,0,0,1,0,0,0,1048576,4096,1048576,4096,1,1,5,0,NoPacker,5.896314,2.58899,4023808,3.760441,0,0
144,3,4,65535,184,240,5,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,10,10,7168,9216,0,9506,4096,12288,1,1,1,6,2,6,2,6,2,1,1,43879,3,1,0,1,0,0,0,0,1,0,0,0,262144,8192,1048576,4096,1,1,4,0,NoPacker,6.163739,1.405643,14336,5.579801,1,0
144,3,4,65535,184,192,3,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,7,10,0,208896,0,0,4096,4096,0,1,1,5,0,5,0,4,0,1,1,250542,2,0,0,0,0,1,0,0,0,0,0,0,262144,4096,10240,4096,1,1,2,0,NoPacker,0.334702,0,219888,3.443718,1,0
144,3,4,65535,184,240,5,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,10,10,29184,114176,0,28939,4096,36864,1,1,1,6,2,6,2,6,2,1,1,144077,2,1,0,1,0,0,0,0,1,0,0,0,262144,16384,1048576,4096,1,1,4,0,NoPacker,6.02422,1.777877,136192,6.033296,1,0
144,3,4,65535,184,264,5,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,7,10,61440,36864,0,30196,4096,65536,1,1,1,4,0,0,0,4,0,1,1,119602,2,0,0,0,0,0,0,0,0,0,0,0,1048576,4096,1048576,4096,1,1,4,0,NoPacker,6.477244,3.742737,102928,6.045276,1,0
144,3,4,65535,184,192,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,10,0,0,44032,0,0,4096,4096,1,1,1,5,1,0,0,5,1,1,1,112922,2,0,0,1,0,1,0,0,0,0,0,0,1048576,4096,1048576,4096,1,0,1,0,NoPacker,0,0,51320,4.983025,1,0
144,3,4,65535,184,232,5,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,10,10,33280,14848,0,10807,4096,40960,1,1,1,6,2,6,2,6,2,1,1,87700,2,1,0,1,0,0,0,0,1,0,0,0,262144,8192,1048576,4096,1,1,4,0,NoPacker,6.511194,2.610634,45568,6.126964,1,0
144,3,4,65535,184,240,4,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,8,0,20992,12800,0,22268,4096,28672,0,1,1,4,0,0,0,5,1,1,1,91755,3,1,0,0,0,0,0,0,0,0,0,0,1048576,4096,4096,4096,1,1,3,0,NoPacker,6.721893,1.170743,33088,6.895964,1,0
144,3,4,65535,184,256,5,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,9,0,110592,50688,0,18161,4096,114688,1,1,1,5,0,0,0,5,0,1,1,169105,2,0,0,0,0,0,0,0,0,0,0,0,1048576,4096,1048576,4096,1,1,4,0,NoPacker,6.565164,4.207437,167440,6.662187,0,0
144,3,4,65535,184,128,3,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,8,0,20480,2048,0,25240,16384,8192,1,1,1,4,0,0,0,4,0,1,1,91993,3,1,0,1,0,1,0,0,1,0,0,0,1048576,4096,1048576,4096,1,1,2,0,NoPacker,5.255593,0,29088,5.696597,0,0
144,3,4,65535,184,184,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,9,0,0,2560,0,0,4096,4096,1,1,1,6,1,6,1,5,0,1,1,14528,2,1,0,1,0,1,0,0,0,0,0,0,1048576,4096,1048576,4096,1,0,1,0,NoPacker,0,0,3072,3.67394,1,0
144,3,4,65535,184,248,4,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,10,0,38912,16896,0,11856,4096,45056,1,1,1,5,1,10,0,5,1,1,1,118142,2,1,0,1,0,0,0,0,1,0,0,0,1048576,8192,1048576,4096,1,1,3,0,NoPacker,6.312862,2.227464,54600,6.226295,1,0
144,3,4,65535,184,224,4,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,9,0,199168,25600,0,48807,4096,204800,0,1,1,6,1,6,1,6,1,1,1,232654,2,1,0,1,0,0,0,0,0,0,0,0,262144,4096,1048576,4096,1,1,3,0,NoPacker,6.389808,4.771154,224768,6.434237,1,0
144,3,4,65535,184,240,4,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,8,0,3584,3584,0,5392,4096,8192,1,1,1,4,0,0,0,5,1,1,1,69166,3,1,0,0,0,0,0,0,0,0,0,0,1048576,4096,1048576,4096,1,1,3,0,NoPacker,5.931661,0.147365,14688,6.377601,1,0
144,3,4,65535,184,232,5,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,10,10,11776,12800,0,14425,4096,16384,1,1,1,6,2,6,2,6,2,1,1,32653,3,1,0,1,0,0,0,0,1,0,0,0,262144,8192,1048576,4096,1,1,4,0,NoPacker,6.287606,5.259525,19968,5.992747,1,0
144,3,4,65535,184,240,5,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,10,10,49664,20992,0,51592,4096,57344,1,1,1,6,2,6,2,6,2,1,1,70149,2,1,0,1,0,0,0,0,1,0,0,0,262144,8192,1048576,4096,1,1,4,0,NoPacker,5.119311,3.548546,70144,4.954553,1,0
144,3,4,65535,184,232,5,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,10,10,11264,9728,0,13689,4096,16384,1,1,1,6,2,6,2,6,2,1,1,81109,3,1,0,1,0,0,0,0,1,0,0,0,262144,8192,1048576,4096,1,1,4,0,NoPacker,6.130273,1.889509,21504,5.439126,1,0
144,3,4,65535,184,296,9,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,9,0,1531392,475648,0,794386,4096,1540096,0,1,1,5,0,9,0,5,0,1,1,2036904,2,1,0,1,0,0,0,0,0,0,0,0,1048576,4096,1048576,4096,1,5,4,0,NoPacker,6.523462,5.714572,2014808,6.630389,1,0
144,3,4,65535,184,240,5,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,10,10,7168,77312,0,8816,4096,12288,1,1,1,6,2,6,2,5,1,1,1,150537,2,1,0,1,0,0,0,0,1,0,0,0,262144,8192,1048576,4096,1,1,4,0,NoPacker,6.114512,5.798597,92912,6.649492,1,0
144,3,4,65535,184,248,4,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,8,0,4096,3584,0,5697,4096,8192,1,1,1,4,0,0,0,5,1,1,1,37344,3,1,0,0,0,0,0,0,0,0,0,0,1048576,4096,1048576,4096,1,1,3,0,NoPacker,5.909539,0.147365,15160,6.363295,1,0
144,3,4,65535,184,256,7,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,8,0,221184,106496,0,158122,4096,225280,1,1,1,4,0,0,0,4,0,1,1,361550,2,0,0,0,0,0,0,0,0,0,0,0,1048576,4096,1048576,4096,1,3,4,0,NoPacker,6.585519,3.360118,340512,6.118238,1,0
144,3,4,65535,184,256,5,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,10,10,99840,47104,0,91774,4096,106496,1,1,1,6,2,6,2,6,2,1,1,169406,3,1,0,1,0,0,0,0,1,0,0,0,262144,8192,1048576,4096,1,1,4,0,NoPacker,6.51131,3.355945,115712,6.539504,1,0
144,3,4,65535,184,128,3,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,8,0,1101824,147456,0,1106366,8192,1114112,0,1,1,4,0,0,0,4,0,1,1,1286365,3,1,0,1,0,1,0,0,0,0,0,0,1048576,4096,1048576,4096,1,1,2,0,NoPacker,5.8248,0,1253376,5.613086,1,0
144,3,4,65535,184,224,5,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,10,10,4608,53248,0,7148,4096,12288,1,1,1,6,2,6,2,6,2,1,1,112861,2,1,0,1,0,0,0,0,1,0,0,0,262144,49152,1048576,4096,1,1,4,0,NoPacker,6.066146,0.299051,58368,6.215911,1,0
144,3,4,65535,184,224,5,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,10,0,17920,12517376,0,4757,4096,24576,1,1,1,5,1,0,0,5,1,1,1,12576743,2,1,0,1,0,0,0,0,0,0,0,0,1048576,4096,1048576,4096,1,1,4,0,NoPacker,6.417044,2.417316,12538184,1.579561,0,0
144,3,4,65535,184,128,3,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,8,0,49664,2048,0,57438,8192,65536,1,1,1,4,0,0,0,4,0,1,1,59821,3,1,0,1,0,1,0,0,1,0,0,0,1048576,4096,1048576,4096,1,1,2,1,NETDLLMicrosoft,5.811796,0,58272,5.944411,0,0
144,3,4,65535,184,232,5,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,10,10,24064,13824,0,9885,4096,28672,1,1,1,6,2,6,2,6,2,1,1,77484,3,1,0,1,0,0,0,0,1,0,0,0,262144,16384,1048576,4096,1,1,4,0,NoPacker,6.118884,0.100515,38400,6.21785,1,0
144,3,4,65535,184,240,6,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,10,10,9728,9728,512,9995,4096,16384,1,1,1,6,2,6,2,6,2,1,1,69430,2,1,1,1,0,0,0,0,1,0,0,0,262144,8192,1048576,4096,1,2,4,0,NoPacker,5.937282,0.420296,19968,5.576421,1,0
144,3,4,65535,184,128,5,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,2,56,185856,394240,51200,4600,4096,192512,1,1,1,4,0,1,0,4,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,327680,4096,1048576,4096,1,0,5,1,VideoLanClient,6.555146,4.123266,26440904,7.993374,1,0
144,3,4,65535,184,192,2,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,7,10,0,7680,0,0,4096,4096,1,1,1,4,0,0,0,4,0,1,1,72525,2,0,0,0,0,1,0,0,0,0,0,0,1048576,4096,1048576,4096,1,1,1,0,NoPacker,0,0,15944,5.548934,1,0
144,3,4,65535,184,224,4,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,6,0,4096,12288,0,6287,4096,8192,1,1,1,4,0,0,0,4,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1048576,4096,1048576,4096,1,0,4,1,Armadillov171,4.36163,2.771295,20564,2.697976,1,0
