filename,filesize,entropy
ComSvcConfig.exe,176576,5.884161716360597
REGrt_HUN.dll,19984,5.661844422331602
query.exe,14336,5.649008244009094
cxcore200.dll,5361664,6.725205981976202
SystemPropertiesDataExecutionPrevention.exe,81920,7.149565232924368
AxInstUI.exe,58368,4.578026873784851
MSDMINE.DLL,1411816,6.355301261752246
kav11.0.1.400en.exe,111119304,7.999996830918054
Setup.exe,262600,6.426736112225004
WerFaultSecure.exe,22016,5.657178493789223
P2GReader.ax,61984,5.351562450532291
TrialRes_ETI.dll,15944,5.549492742947455
consent.exe,104688,5.815822149375148
RES_IMAGE.dll,2499880,6.789578217219058
DWTRIG202.EXE,38400,6.673847255790416
chkntfs.exe,18944,5.647283828410609
lodctr.exe,42496,6.06081297852865
PnPutil.exe,18432,5.661305285028294
msadcs.dll,81920,5.237356255915923
GIFIMP32.FLT,245048,6.824414369693429
dw20.exe,33856,6.475575062215903
MFC71u.dll,1047552,6.516856805325703
bfsvc.exe,68608,6.205538153232325
HPSF_CONTACT.dll,145824,4.803489676156395
EWH32.api,54784,6.138195330770689
fbtusb.sys,19328,6.165937296043393
CES_3DTitle.dll,197136,6.029139538007756
httxt2dbm.exe,57425,5.665364565438659
chkdsk.exe,22016,5.7486403941294
qgif4.dll,26624,6.101717755520455
Microsoft.Build.Conversion.v3.5.dll,106496,5.1638882553537355
TSTheme.exe,38400,6.1052331030239495
iTunesSetup.exe,81229680,7.998503667155533
HPWSD.exe,41376,5.71017245793591
rqc.exe,25600,5.467965768414163
firefox.exe,924632,5.380883897236122
7ZXA32.DLL,179016,6.527498352421729
pthreadVC2.dll,86070,4.964648378800825
HPWarrantyIDDll.dll,173984,3.813096906088592
_ctypes_test.pyd,15360,5.768778645596421
mercuryb.dll,158720,6.1298275963704745
ComEventHandler.dll,29464,6.484754606018917
EffectExtractor.exe,868896,6.23361797460239
svchost.exe,23040,5.704902063565055
MSHY3ES.DLL,919696,5.681644452055124
UI0Detect.exe,35840,5.858987589265005
gdiplus.dll,1722880,6.7128367262761595
DpSMVer.dll,214864,6.37157262204086
vs70pgRes2.dll,271360,5.513057737970092
WinCon.SFX,69632,6.3679946765779025
reset.exe,14848,5.515413146606514
TrialRes_Trk.dll,15944,5.609141915031798
htcacheclean.exe,61524,5.797290055948907
InspectVhdDialog.exe,110080,5.380900943102046
WkImg90.dll,133896,6.297480530289657
wsmprovhost.exe,35840,6.065804440752947
launchWebChat.exe,14904,6.106573957783182
MfeEpeHost.exe,1327104,6.469211830412073
Boomerang.exe,1745424,6.469352011743662
WPEQU532.DLL,14656,6.39182767639962
SKUtil.dll,160272,6.431567104924641
srdelayed.exe,15872,5.854205583272679
TRACERT.EXE,14848,5.523198199887128
dopdf-7.exe,4467192,7.906431195380993
ace.fmt,82944,6.344548610629866
AddInProcess.exe,39504,4.441545571160205
DiscMgrU.dll,896544,6.4159658994198345
PremiumBlackSkinImages.dll,821904,7.170981590989507
compact.exe,18944,5.937850594626073
D3DX9_24.DLL,2222800,6.666601178179902
driverquery.exe,68608,6.271785678585373
VDShell.dll,291440,6.382544138110994
MpClientMAL.dll,538496,6.494169330143419
ssleay326yg.dll,213648,6.300773147941892
WINZIP32.EXE,9427272,6.10891673802794
oct.dll,3215680,4.9340400240985876
DpMiniOnlineIds.dll,622416,6.278673982548707
CLMediaDetect.dll,459392,5.943870445949873
EpeOpalEncryptionProviderPlugin.dll,3031040,6.7135838725199
DPEvfUtils.dll,470352,6.436745387296381
rmttpmvscmgrsvr.exe,81408,6.218307933227984
aspnet_compiler.exe,36864,3.82617983114628
netsh.exe,80384,4.418148002290562
TrialRes_Dan.dll,15432,5.623471364542938
setupres2.dll,109568,4.986387800200223
Uninstall.exe,68738,6.499152424399423
_multiprocessing.pyd,28672,6.219178676870603
fixmapi.exe,15872,5.396998123527167
RDSPnf.exe,49664,6.133201102533388
SystemPropertiesRemote.exe,81920,7.143178278609678
Microsoft.VisualStudio.Tools.Applications.AddInManager.dll,105248,5.4607101381489365
deImg140.dll,258048,6.362777642755401
REVERSE.DLL,19784,6.6050741676065945
CLVSD.ax,905872,6.739084310283611
RDSDK.dll,356352,5.251750055738424
TrialRes_Rom.dll,15944,5.60309129258347
PING.EXE,18432,5.735171451052912
CLAudioCD.ax,86632,5.830292299376108
msoshext.dll,932688,6.960206533437086
vcomp90.dll,54272,6.70087303807005
WMPSideShowGadget.exe.mui,3584,3.755797361015012
CredentialUIBroker.exe,32440,6.463410227553706
TipRes.dll,544768,7.434287658238228
SyncToySetupPackage_v21_x86.exe,3020664,7.9982024134603895
DPBackupRestore.dll.mui,16776,5.292003037922989
msader15.dll,8192,0.9420853731255642
Vista.cjstyles,565544,5.387712537408174
P2GAuNRWrapper.ax,184864,6.545348682231008
System.Web.Extensions.dll,1277952,5.929294230076833
MdRes.exe,86016,6.89440670454845
CLFQEngine.dll,70952,5.635289524136176
systeminfo.exe,78336,6.179292727644301
ltkrn13n.dll,468568,6.397657592734104
TWRECS.DLL,19784,6.536247564940062
wbadmin.exe,242176,6.694466238156885
wecutil.exe,79360,6.203288305099826
msado60.tlb,73728,4.493499223432141
fveprompt.exe,105984,7.018107456287256
HPSFTaskbar.dll,344480,5.763535582687554
WinSAT.exe,3501568,6.4269201657825175
REGrt_ENU.dll,17008,5.482076867346886
VirtCDRDrv32.dll,134472,6.4121130217101685
loader.exe,68096,6.328046551801531
UNO2.dll,397840,6.521091135656612
stlport.5.0.dll,671744,6.458225609507748
mobsync.exe,84480,7.140317143968796
TrialRes_THA.dll,15432,6.035870155837024
Microsoft.Build.Utilities.v3.5.dll,94208,5.118412472691229
FlashUtil_ActiveX.exe,700760,7.735627355851822
oobeldr.exe,57856,5.888402510104013
System.Data.Services.Design.dll,163840,5.554316708410411
_render3d.pyd,590352,6.1534384094344
Movie32.api,111616,6.366731774471732
msador28.tlb,40960,4.034533941789992
irftp.exe,165376,6.091977310325673
HPDUtil.dll,139872,6.187247493154392
SplashLib.dll,30624,4.031897537523818
unlodctr.exe,33792,5.916103048927476
updater.exe,269272,5.786802103024818
cl32ui.dll,307200,6.09027088681724
tcnative-1.dll,868352,6.669894892799824
vsbrowseUI.dll,32768,3.564539745224398
RarExtLoader.exe,45056,6.152515496629417
spamhaltersetup.exe,2310088,7.995647325617417
deImg137.dll,253952,6.339698672170579
DPAgentOtsPlugin.dll,1083216,6.383830985258164
sqloledb.rll,16384,2.411455673138759
jnwmon.dll,19968,5.925510217290294
launchHPRM.exe,12856,6.100039569630528
autofmt.exe,779264,5.742270711370983
IpsMigrationPlugin.dll,33280,6.211488246312592
WMPNSSUI.dll,31744,5.912466256975245
DolbyHph.dll,770048,7.4966273634259215
bdeunlock.exe,140864,7.090348721739006
vssadmin.exe,121856,5.966513720823481
MpAsDesc.dll,9216,5.218210338615901
CES_3DLoaderFBX.dll,2478608,6.75620081503378
npIntelWebAPIIPT.dll,214992,6.427564315405367
Interop.Scripting.dll,32768,4.116477537579433
MODHELP.DLL,460616,2.022282810648429
RtHDVBg.exe,916112,5.250753126061992
odbcconf.exe,21504,5.845017428642326
libiomp5md2.dll,793504,6.625587050645042
TiFileFetcher.exe,380928,6.595787593819697
x86_microsoft-windows-os-kernel_31bf3856ad364e35_6.2.9200.16384_none_68db6d818589d729_ntoskrnl.exe_0fb0ab79,5563120,6.485363142891799
audiodg.exe,208072,6.5196044124026855
CES_AudioCacheAgent.exe,96744,5.749426236419242
EaseOfAccessDialog.exe,254464,6.930152596527642
msdaprst.dll,286720,6.157452591066059
Protect.dll,396360,5.7578083867693515
UNO.dll,807440,6.66071159679013
csrss.exe,6656,4.1458421681327176
hxdsui3.dll,19720,5.7101647261111665
mpvis.dll.mui,2560,3.792644190576468
wzwipe32.exe.mui,16384,2.901767630428808
PresentationCore.dll,4218880,5.804347875223793
WZSHLEX1.DLL,154440,6.316178846813486
CES_CacheAgent.exe,96232,5.743580938475497
MSMH.DLL,19768,6.423138568287569
AEditorU.dll,168480,6.589273864532266
WsmanClient.dll,1153816,6.689128328503825
CLAud.ax,2650728,6.62830860194513
DiagResITA.dll,82552,3.681435463014488
fdtr.dll,1420424,7.9077939379831514
_PyHTMLView.pyd,44048,6.436647141305004
HPSetSystemRestore.exe,23456,6.224444704696181
msdasqlr.dll.mui,5632,3.755216478947984
chgport.exe,20992,6.090765125228266
mDNSResponder.exe,390504,6.705205808424947
IMAPISecurity.dll,161696,6.129350502640957
RecoveryDrive.exe,611840,6.402226514213205
MSEINTL.DLL,59736,3.9521879535556717
netbtugc.exe,21504,5.876490808498709
MfeEpeHostInterface.dll,126976,5.757966486696132
InfDefaultInstall.exe,10240,5.13284637260935
tpmvscmgrsvr.exe,81920,6.195624736035124
TipBand.dll,104448,6.998647083387252
Journal.exe,1924096,6.4854705795697125
Activate.exe,623912,5.982751927889889
find.exe,13824,5.659661694241429
CES_Title2.dll,836112,5.152408741828166
TrialRes_SRL.dll,15944,5.597325038572132
ieproxy.dll,194560,5.377128311950669
wuapp.exe,33280,5.6597608211432995
_presenter.pyd,66064,5.622914695373909
RebootStub.exe,193224,6.5773084334665635
EpePcEncryptionProviderPlugin.dll,2854912,6.697284106310383
ACEODEXL.DLL,15160,6.36613094104128
jsdebuggeride.dll.mui,2048,3.509925252182079
hpodss01.dll,35176,6.134198082322667
System.Workflow.ComponentModel.dll,1630208,5.885180948511375
sqlite32.dll,541683,6.5660811321674215
RegAsm.exe,53248,4.489689560067984
wrar342.exe,1163643,7.967841198445133
ICSharpCode.SharpZipLib.dll,198200,5.685681058707286
EpeHpFve.dll,2367488,6.687691546016815
penusa.dll,1536,3.3517969424397305
wmpnetwk.exe.mui,37376,3.4074318758757243
VGX.dll,768000,6.438158601728978
libapriconv-1.dll,36958,4.158184119505624
BosonKeyGen.exe,114690,2.59194079077497
gencomp.dll,1212736,6.400870460705463
REGrt_DAN.dll,18960,5.713804109241357
cofire.exe,20992,5.742387696509358
iusb3mon.exe.mui,6144,2.5279399066759565
deImg131.dll,204800,6.03979694490513
CL3DPhoto.dll,258576,6.236389186478091
SE_CLMuxPushSrc.ax,57888,5.2090237695940065
DIEGO.dll,487952,6.462496934151529
evntwin.exe,95744,6.113858304450927
rtstreamsource.ax,39936,6.034487746813304
msfeedssync.exe,11776,5.340201991513528
rrinstaller.exe,32768,6.334267941791336
regedt32.exe,10240,4.514900878610254
msdaremr.dll.mui,5632,3.7035305394439337
rdbgsetup2.exe,7584768,7.999628640844302
UILayoutMgr.dll,213520,6.0835063694786795
recimg.exe,481280,6.576344671201985
MIFSystemUtility.dll,319488,6.171083817241039
PSOM.DLL,77144,6.587576220819142
mozalloc.dll,15832,6.482812000125584
MSTTSFrontendENU.dll,274944,5.293127147560032
CommonUtils.dll,42880,5.709131850024662
ieweb32.api,6656,4.913281212405038
mozy-2_12_0_144.exe,12205440,7.997552756467395
TrialRes_Deu.dll,16456,5.5348478233483345
ROS.dll,23848,6.3651194258923525
WIC_x86_enu.exe,1227048,7.993254576962732
browsercomps.dll,134104,6.012861093603216
SE_CLMediaDetect.dll,463504,5.9508728593054885
SMSvcHost.exe,139696,6.0500274253451485
hwrcomp.exe,33792,6.220437094137602
IMCCPHR.exe,375296,5.768819226674775
RCSigProc.dll,118392,5.693329252238733
WISC30.DLL,123720,5.999726374684273
wabimp.dll,41984,6.146631855628158
php5apache_hooks.dll,53328,4.881735601851194
AcroPDF.dll,660840,5.696388550660873
MSSP3FR.LEX,2933248,6.585445404056919
CES_ParticlePluginMSS.dll,328208,6.2192508629303145
mercuryx.dll,121344,5.924645400616905
ACEWSS.DLL,208760,6.648923416016298
AMT_SW_GUI.dll,506648,7.001287776707046
WinDefrag.exe,23608,6.399210142080506
tasklist.exe,80896,6.253848406996703
DiagResESN.dll,82040,3.685266236918896
HPSysInfo.exe,176128,5.531858475045808
P2GPCMEnc.ax,57888,4.963565009253293
vlc-0.8.2-win32.exe,8274695,7.999469212421106
TapiUnattend.exe,11776,5.14312372613693
WPGIMP32.FLT,178496,6.521104220142653
RichVideo.exe,254512,6.105723941104386
dpffcli90.dll,1234800,6.280576825228139
VNC-5.1.1-Windows.exe,11772584,7.997412530926896
MSBuild.exe,88648,5.619203473144384
VSTAProject.dll,302280,6.614131483975793
ijl20.dll,1732608,6.320412206290259
_htmlview.pyd,53776,5.740065657781992
x86_microsoft-windows-smss-minwin_31bf3856ad364e35_6.2.9200.16384_none_7b0be223ba323220_smss.exe_d7209c3a,88576,6.411989316518361
shutdown.exe,31744,6.03521091953277
wimserv.exe,445952,6.561631364575854
Zelkova6.dll,163448,6.156128663193938
_PyMasterAccess.pyd,175448,6.603839673968656
Interop.HPQWMIEXLib.dll,15776,6.134724252546187
DPOnlineIDs.dll,1828176,6.472895254304471
tipskins.dll,868864,6.557991040040611
osk.exe,1419776,5.807130146628633
tpmvscmgr.exe,103424,6.324133922009131
LaunchTM.exe,183296,5.658647270155603
WebDownLoad.dll,54568,5.200540844217668
REGrt_SVE.dll,18960,5.715947150967989
cmos-diags.exe,595872,6.374956353498473
mfpmp.exe,16896,5.377824529164745
CLMKVSplter.ax,208928,6.517419092640288
mqtgsvc.exe,129024,6.343756066987161
DeviceEject.exe,24576,5.134503649029739
colorcpl.exe,86016,7.262367500609734
cttunesvr.exe,34816,6.070664252906586
ieUnatt.exe,137216,5.580222162065139
winscp552setup.exe,5427328,7.991883779435847
Default.SFX,92672,6.365980518155052
System.IdentityModel.Selectors.dll,126976,5.219445952002548
CudartWrapper.dll,1611048,5.548224886640174
ndadmin.exe,73728,6.78784754257867
hputils.dll,2431392,6.52775755978131
daprop.exe,379392,1.8848734696591496
System.Data.Services.Client.dll,462848,5.632041543773485
System.DirectoryServices.AccountManagement.dll,290816,5.721960504875866
msaddsr.dll,8192,0.9477853579873298
mdnsNSP.dll,121704,6.575321835373607
mip.exe,1306624,6.71423839350298
DPAgent.exe.mui,16760,5.3560413495483985
CES_PlugIn_7.dll,238096,6.3557479615800405
wab32res.dll.mui,93696,3.640529476508424
PhotoDirectorXPT.exe,31064,6.486559812785977
7zxa.dll,172032,6.252817687113575
UACAgent.exe,86560,6.990089232612797
mfx_mft_vpp_32.dll,246784,6.503191922947212
dvdplay.exe,10240,4.752018985351888
FotoEnvRes.dll,10864,6.358783210813855
msdaps.dll,249856,6.190917460947716
SettingPanel.dll,522784,6.512048814362165
RMActivate_ssp.exe,501760,6.88346796758004
mysqltest_embedded.exe,8930304,5.184254893237035
SmartTagInstall.exe,15672,6.277427227942743
UACObject.dll,221200,6.327662746200431
imjpuexc.exe,248320,6.125650962284642
ODINTL.DLL,30512,4.928776811885008
mysql_upgrade.exe,3544576,3.310935533597165
networkinspection.dll.mui,27136,3.5714745985916996
pdfsty.exe,684064,5.993346519936488
dpapimig.exe,72192,6.0372595275039895
MSHY3FR.DLL,408336,6.60071503022706
JPEGIM32.FLT,180536,6.697861963863869
PATHPING.EXE,16384,5.623232041400513
iecleanup.exe,107008,5.667905044289021
DisplayPanel.dll,238624,6.622383906099007
HPTVTunerCheck.exe,553888,7.136066154363883
setup2.exe,269304,6.273064580816745
msdaorar.dll,8192,0.9675667176663518
CLWIA.dll,31064,6.247726281166907
echo.exe,146944,5.7772753763240985
ftp.exe,47616,6.350472982436198
TrialRes_Csy.dll,15432,5.740008069472115
lpksetup.exe,484864,6.694869471334819
vs70pgRes22.dll,269824,5.520336323152071
UIAutomationTypes.dll,98304,4.765315305275661
HTMDLGS.DLL,126976,6.303098452465056
MpOAV.dll,54784,6.195657280099481
MSVCP71.dll,499712,6.414789978441117
msdasql.dll,610304,6.353191071646736
Microsoft.stdformat.dll,13312,5.082599994694576
at.exe,24576,5.824228439488164
S3Dutility.dll,14632,6.3522341199563375
msvcr100.dll,767296,6.909954534346571
NisWFP.dll,55168,6.2401625486456505
XPSEPSC-amd64-en-US.exe,4414800,7.998826794523312
PhotoDirector3.exe,226320,6.375564043050565
CLAuNR.dll,156272,6.032227631885713
Interop.WUApiLib.dll,86016,5.261950595937107
credwiz.exe,30208,5.641810202405011
WkImgSrv.dll,273160,6.576707904405939
InkDiv.dll,274944,6.398644209106646
MSVCR71.DLL,348160,6.542655141037356
myisamchk.exe,3849216,3.6182844960997365
DPAppSyn.dll,308560,6.37086334243181
_PyImageRetouch.pyd,240984,6.672495019081589
WualaSetup.exe,26788960,7.9998262258354425
_Interpolator.pyd,131600,6.122927821523276
php5apache2_filter.dll,36946,3.5738167230506934
REGrt_ESP.dll,17008,5.505600891260427
IPSEventLogMsg.dll,2048,3.1111164921669854
pdfc_port.dll,21008,6.107732070628663
MSSOAPR3.DLL,41288,4.691910948025602
WindowsServer2003-KB942288-v4-x86.exe,3071512,7.989710391243608
MigSetup.exe,162760,7.071995575125977
DPAdminConsole.exe.mui,15752,5.770737733097573
Csi.dll,4794528,6.529444505666602
ncs2core.dll,144504,6.2430597529224725
appcmd.exe,96256,6.526277834895918
OneDriveSetup.exe,6081224,7.819432952893959
HPDiagnosticCore.dll,2602384,6.614233349789309
webalizer.exe,114688,6.19936721183162
Taskmgr.exe,1027160,6.312831622195594
MfeEpeCoreEncryptionPlugin.dll,2043904,6.7140232491769085
wzshlx64.dll.mui,16384,3.1049054734662698
qmng4.dll,220672,6.561872068877212
ACECNF.DLL,764800,6.09017117281133
apr_dbd_mysql-1.dll,28771,3.3339105351857334
pcaui.exe,16896,5.485200795755432
REGrt_Ara.dll,18448,6.05700793779231
SetupHP.exe,1472464,6.667247397541901
CLQTSrc.ax,111136,5.391387632583565
iptWys.dll,224208,6.745274639300003
RmClient.exe,15360,5.39803455951015
0TASKMGR.001,253880,7.741997846030227
CLStreamControl.dll,42280,3.779288821590592
HPSF.exe,525728,7.263767569470742
VlanAgent.dll,299640,6.041387058612657
MSSH.DLL,43832,6.663396170805547
phonon4.dll,266752,6.489507822433573
jre-6u15-windows-i586-iftw.exe,714528,6.631354107552603
zlib1.dll,77876,5.833684231563108
DevicePairingWizard.exe,64000,6.305478791587414
CLAudEnc.ax,344688,6.4431852676774275
CES_Blender.dll,146728,6.53364390429199
CaslSmBios.dll,67488,6.1108176857485095
sdiagnhost.exe,20992,5.510079280600805
sbdrop.dll,82944,6.736778132337954
P2GMP3Wrap.ax,70176,5.287188285614856
nssckbi.dll,371672,6.851460851517456
MpOAv.dll,67968,6.154478570854733
Extract.exe,50432,5.777440669398432
OGL.DLL,1658152,6.809883417678352
nss3.dll,646104,6.63652911860184
video-diags.exe,817056,6.4478348212858725
System.Web.Extensions.Design.dll,335872,5.631120946079744
bcdboot.exe,153088,6.233752079314513
nssutil3.dll,105432,6.12855574385609
_PySystemDetector.pyd,173400,6.817333713847251
ExtExport.exe,24576,5.770135514206331
slui.exe,312320,6.618136800793744
DigestFilter.dll,135712,6.157019129534571
DWINTL202.DLL,111616,4.868927225692365
FILEminimizerSuite-Setup.exe,11112184,7.999481688782872
control.exe,113664,6.763182218619296
nilwpce.dll,172648,6.269893197263786
System.Workflow.Runtime.dll,540672,5.309149236682401
EditingMgrWrapperU.dll,303136,6.489392076905964
DPAgent.exe,1045328,6.554092531973451
PeerBlock-Setup_v1.2_r693.exe,2374320,7.97634391123204
PDR10.exe,2308640,6.232374882447916
replace2.exe,3443712,3.184624050152138
sqloledb.dll,921600,6.416432679866665
WZCAB.DLL,70984,6.461424846954383
MFC71.DLL,1060864,6.495282368652348
vlock.dll,160288,6.201721583079922
ConvertInkStore.exe,145920,6.456275157340077
WkWat90.dll,146184,6.345261967300799
REGrt_KOR.dll,13424,6.625489090688444
HP.ActiveCheckLocalMode.SharedObjects.dll,37280,6.044109839661982
MdSched.exe,133120,6.8804952423241055
windeploy.exe,161792,6.163366445647243
wmpconfig.exe,102400,6.3995028848423425
verifier.exe,110080,6.138627932049551
CLRMSplitter.ax,187936,6.536336818613687
VSSVC.exe,1150464,6.162590774089456
IMESEARCH.EXE,125952,5.658719590704912
BrookWrapper.dll,2032936,5.284096695071986
MSchedExe.exe,81408,7.1561638811746535
lzh.fmt,82432,6.375220049636785
ClAudFx.ax,442912,6.664712771070422
conhost.exe,300032,6.496625655584041
CLVsd.ax,1065600,6.763259392446702
dcdiag.exe,465920,6.300998676599144
phonon_ds94.dll,194560,6.412983639356072
CLImageRetouch.dll,6750736,6.57607474860401
msdaprsr.dll.mui,7168,3.4938541075265106
VSSWrapper.exe,78368,6.409334730382665
cv110.dll,876544,6.70358152886319
pci_filerecovery.exe,6113439,7.93047278032582
qwinsta.exe,25088,6.158367078350821
Adobe_Updater.exe,2521464,6.494234127996034
DpFbView.dll,2620752,6.526678440558808
upnpcont.exe,22016,5.2940549772712435
verclsid.exe,10752,4.972176476878885
HPSystemBoardCheck.exe,5602208,6.242974215560258
Interop.HpUpdateComponentLib.dll,32768,3.6715872238600933
forfiles.exe,43008,6.220870459469518
